Stock No,TICKER,CUSIP,Avg CashFlow,Avg Lev Ratio (BV),Avg Lev Ratio (MV),Avg Earnings
1341,AKS,1547108,270,0.4,1.4,-151.4
1342,VVUS,928551100,484.3,0.5,0.2,-46.7
1343,MIICF,L6388F110,2169,2,1.4,482.6
1344,SILC,M84116108,15.2,0,0,5.2
1345,EXP,26969P108,-790,0.3,0.2,88.6
1346,AEO,2.55E+109,1684.1,0,0,181.1
1347,VET,923725105,-579.9,0.3,0.2,127.7
1348,NKTR,640268108,-1213,1.1,0.3,-110.8
1349,FLEX,Y2573F102,-4791.9,0.2,0.4,-248.8
1350,DVCR,255104101,108.2,0.5,3.9,1.1
1351,STKR,743465106,-172.5,0.8,0.8,-6.5
1352,RKIGF,75941H106,-169.2,0.3,1.5,-0.9
1353,SYPR,871655106,-220.2,0.3,0.8,-7.9
1354,PENN,707569109,-1767.7,-1.1,1.2,-15.8
1355,SSD,829073105,926.5,0,0,60.2
1356,LJPC,503459604,511,0,0,-28.5
1357,IMAX,4.52E+113,1182.3,1.8,0.6,9.2
1358,GRMC,381431105,3.4,0.6,0.1,-1.7
1359,FALC,306137100,-531.8,0,0,-8.8
1360,FDP,G36738105,-1191.9,0.2,0.3,100.1
1361,MATW,577128101,-364.3,0.3,0.2,55.1
1362,GEO,36162J106,1021.5,0.9,0.7,62.4
1363,TARO,M8737E108,1466.2,0.2,0.1,134.6
1364,MLR,600551204,387.7,0.1,0.3,8.3
1365,ADTN,00738A106,61.9,0.1,0,69.8
1366,AMED,23436108,370.6,0.2,0.2,-2.7
1367,EFOI,29268T300,199.1,0.1,0.1,-5.1
1368,DAR,237266101,-123.9,0.7,2.2,47.6
1369,SIRI,82968B103,-9775.7,1,1.6,-287.4
1370,WVVI,969136100,43.7,0.2,0.2,0.9
1371,RS,759509102,-259.3,0.4,0.4,242.4
1372,TIXC,888733102,23.9,2.6,0.4,-2.4
1373,TESS,872386107,19.3,0,0.1,8
1374,CETV,G20045202,385.2,0.7,12.6,-71.3
1375,TENG,89323B306,13.4,11.1,2.4,-4
1376,SSYS,M85548101,2053.9,0,0,-87.8
1377,KNX,499049104,-866.3,0.1,0,57.8
1378,AZPN,45327103,474.9,0.2,0.1,-4.1
1379,CVTI,22284P105,-264,0.5,1.5,-0.1
1380,HDSN,444144109,149.2,0.2,0.1,0.6
1381,MLLGF,625284104,687.8,0.3,0.2,64
1382,SMDM,829322304,8.1,0.1,0.1,-0.8
1383,CDOR,20676Y403,-18.5,1.9,5.5,-2.8
1384,CPHC,1.38E+105,32.6,0,0,1.7
1385,RGUS,758943104,-0.2,0,0,-0.7
1386,USAP,913837100,-27.5,0.2,0.3,7.1
1387,LTFD,537590101,-0.2,0.3,0.5,-0.6
1388,TWOC,89336R207,76.1,-0.5,4.3,1.3
1389,MIND,606501104,-70.5,0.1,0.2,1.2
1390,ESINQ,45068B109,1044.4,0.2,0.3,122.6
1391,AASP,01643P105,2.5,-1.3,20.8,-1.3
1392,TSEM,M87915274,1538.4,1.4,3,-78.8
1393,PRPH,74345W108,-71.1,0,0,-2.4
1394,CYD,G21082105,1286.6,0.1,0.4,68.2
1395,NSIT,45765U103,609.1,0.1,0.1,41.3
1396,RCII,76009N100,-763.9,0.6,0.6,73.7
1397,BRKS,114340102,-1432.7,0.1,0.1,-52.2
1398,MYMX,62856A102,13.4,-1.1,2.3,-6.4
1399,TRK,847788106,-73.7,0.4,0.5,43.2
1400,ACIW,4498101,-1256,0.3,0.1,30.9
1401,STRT,863111100,279.9,0,0,11.1
1402,DLTR,256746108,-2161.6,0.2,0.1,303.6
1403,MJDLF,560909103,266.5,0.1,0.2,14.4
1404,NATI,636518102,681.9,0,0,71.5
1405,BIRDF,09076P104,1231.5,0,0,27.5
1406,CHNR,G2110U109,-49.3,0.1,0.1,0.2
1407,RDI,755408101,41.7,0.8,1.1,1
1408,ABC,3.07E+108,19724.5,0.1,0.2,379.4
1409,PCMI,69323K100,-693.2,0,0.1,2.3
1410,TAIT,874028103,7.3,0.1,0.2,-0.5
1411,ISNS,45244C104,32.1,0,0,-1.1
1412,HLIT,413160102,602.6,0,0,-118.6
1413,RMD,761152107,9006.4,0.2,0.1,145.5
1414,SBGI,829226109,3431.7,2.7,2.1,4.6
1415,SCKT,8.34E+204,-55.6,0,0,-2.4
1416,HSTRF,89615W109,1.3,0,0,-0.4
1417,GLOW,379887201,-128.6,0.7,0.1,-10.4
1418,DISH,25470M109,16413.3,5.5,0.5,548.4
1419,HA,419879101,178,0.3,0.7,29.2
1420,NHTC,63888P406,453.8,0,0.1,1.5
1421,SYX,871851101,1138.3,0,0,2.9
1422,WAB,929740108,5060,0.3,0.2,136.3
1423,ACTG,3881307,227.6,0,0,-19.1
1424,WSTG,946760105,3,0,0,2.2
1425,DSWL,250639101,-72.4,0,0,4.5
1426,TK,Y8564W103,1222.5,1.1,2.3,79.2
1427,ATEA,4.62E+211,162.8,0,0,-1.7
1428,GVP,36227K106,6.1,0.1,0.3,-2.7
1429,DIT,02341Q205,-122,0.9,2.9,3.1
1430,WINT,97382D204,88.7,0.3,0.1,-34.1
1431,AAWW,49164205,-2502.2,0.8,5.3,62.3
1432,HBPCF,422910109,-8.5,0,0,-7.9
1433,KFRC,493732101,-62.4,0.2,0.1,10.8
1434,IART,457985208,356.7,0.6,0.3,26.8
1435,BREW,224122101,32.1,0.1,0.3,-1.2
1436,BTN,58516105,283.9,0,0,0.4
1437,SMSI,832154207,20,0,0,-12.6
1438,MD,58502B106,2862.8,0.1,0,161.9
1439,CVO,15670S402,-1597.8,8.4,5.3,-68
1440,CRAY,225223304,1297.4,0.1,0.1,0.1
1441,NOVT,67000B104,-317.8,0.1,0.1,-7.2
1442,ZCLCF,988909107,125,0.1,0.1,5.3
1443,APGI,02906V102,29.3,-0.8,0.7,-1.6
1444,MYGN,62855J104,-60.3,0,0,43.3
1445,ZCOM,45320V109,-37.4,0.2,0.7,0.2
1446,DO,25271C102,-2901.4,0.3,0.2,503.4
1447,RICK,74934Q108,82.2,0.5,0.6,3.4
1448,POOL,73278L105,-621.7,0.4,0.1,68.4
1449,RSYS,750459109,-12,0.3,0.3,-15.9
1450,DVA,23918K108,3243.5,1.3,0.6,340.6
1451,OPK,68375N103,794.3,0.2,0,-46.2
1452,HSIC,806407102,-470.2,0.2,0.1,254.4
1453,MLSS,59935P209,37,-3.4,0.1,-2.5
1454,SWM,808541106,420.6,0.3,0.2,44.2
1455,PNTR,M7946T104,-76.8,0.4,1,-1.2
1456,AEIS,7973100,1234.8,0.2,0.1,1.1
1457,EL,518439104,1309.4,0.2,0.1,538.4
1458,WAT,941848103,3033.4,0.4,0.1,298
1459,SAM,100557107,-176.4,0,0,36.3
1460,IVAC,461148108,67.9,0.2,0.2,-4.6
1461,NTAP,64110D104,10934.8,0.1,0.1,319
1462,NWPX,667746101,-89.7,0.3,0.5,6.6
1463,NVAX,670002104,2087.5,0.5,0.1,-37.9
1464,LTRE,522015106,-89.9,0,0,4.9
1465,CTXS,177376100,1650.9,0.1,0,211.4
1466,NUAN,67020Y100,1129.1,0.3,0.2,-19.8
1467,STGCF,86336Y109,-17.3,0.1,0.9,3.4
1468,SMID,832156103,16.5,0.4,0.8,0.6
1469,TGTX,88322Q108,342.6,3.5,0.7,-14.1
1470,BDR,93698108,29.9,0.2,0.6,-1.8
1471,MSM,553530106,-1710.1,0.1,0,146.3
1472,SGU,85512C105,78.6,0.6,0.8,14.8
1473,NYMX,P73398102,11.2,-0.4,0,-5.9
1474,CLB,N22717107,-847.1,0.7,0.1,107.2
1475,ASTC,46484200,-210.5,1.2,2.4,-9.7
1476,AXLE,872538103,0.2,0,0,-0.3
1477,SCCO,84265V105,-997.9,0.4,0.2,1151.2
1478,TTNP,888314309,-765.5,-0.3,0,-15.5
1479,APU,30975106,-1940.3,1.3,0.6,128.9
1480,OTEX,683715106,6791.6,0.2,0.1,74.8
1481,INBP,45811V105,21.4,-1,2.1,-3.1
1482,IDRA,45168K306,498.5,-0.1,0.1,-13.9
1483,IDSA,456314103,-8.6,0.4,0.6,-0.7
1484,ENG,293306106,34.2,0.2,0.3,0.1
1485,AOLS,00765G109,26.3,0.8,0.3,-6.9
1486,WYY,967590100,19.5,0.1,0,-2.1
1487,APT,20772109,18.7,0,0,2.3
1488,APRI,03832V307,-200.2,0,0.1,-18.3
1489,IRIX,462684101,100,0,0,-0.6
1490,LNDC,514766104,-87.6,0.1,0.1,7.4
1491,PAYD,69561N402,-17.3,-0.1,0.1,-3.3
1492,TGC,88033R502,-61.7,0.3,0.3,-1.7
1493,USAT,90328S500,72.5,0.5,0.1,-9.5
1494,LPTH,532257805,-431.7,0.1,0,-11
1495,CMCO,199333105,1567.3,0.8,1.7,4.8
1496,FORD,349862300,22.1,0,0,-0.4
1497,ALXN,15351109,72.9,0.6,0.1,80.3
1498,CSGS,126349109,703.3,0.5,0.3,50.8
1499,REV,761525609,8488.8,0.6,3.5,-36.8
1500,EVTN,29407T104,-1.7,0.1,0,-1
1501,SGRP,784933103,109.7,0.1,0.1,0.3
1502,NSFDF,62948Q107,-41.7,0,0,-2.4
1503,IRM,46284V101,683.8,1.4,0.6,120.1
1504,HUBG,443320106,907.8,0.1,0.4,39.3
1505,IDT,448947507,-1513.1,0.1,0.2,0.2
1506,ABUS,03879J100,942.4,0.1,0.6,-17.4
1507,PRGX,69357C503,-276.1,0.9,0.5,-32.7
1508,ELLO,M39927120,-156.1,0.4,0.6,1.1
1509,SPH,864482104,-731.9,1.2,0.5,79.3
1510,CENX,156431108,214.8,0.3,0.5,-80.8
1511,HEB,42366C301,-51,0,0,-13.9
1512,KVHI,482738101,73.9,0.1,0.1,1
1513,OCC,683827208,-52.8,0.1,0.2,0
1514,ALJJ,1627108,-527.4,-3.5,4,-11.1
1515,PLX,74365A101,571.9,0.7,0.1,-10.2
1516,CWCO,G23773107,199.9,0.2,0.1,6.2
1517,EPM,30049A107,137.6,0,0,3.6
1518,LORL,543881106,-3235.5,0.5,1.1,-140.2
1519,DF,242370203,35,1.1,1.1,100.8
1520,STRM,86323X106,6.9,0.2,0.2,-2
1521,CRR,140781105,1072.7,0,0,49.7
1522,TCX,898697206,44,0,0,2.4
1523,SYKE,871237103,3240.5,0,0,30.5
1524,JAKK,4.70E+110,286.3,0.2,0.4,0.3
1525,PWVI,73937M106,-4.7,-0.8,0.1,-0.8
1526,FCN,302941109,-8.1,0.4,0.3,54.4
1527,TUP,899896104,-213.7,0.5,0.3,144.1
1528,NBIX,64125C109,-242.6,0.1,0.1,-54.6
1529,EXAC,3.01E+113,74.7,0.2,0.1,9.2
1530,BOSC,M20115180,-116.8,0.1,0.3,-3.9
1531,RUSHA,781846209,-1777.2,0.3,1,35.3
1532,ELED,30162U104,-69.3,-0.2,2.9,-4.9
1533,ASNB,00767T109,2.2,0.7,0.6,-1.6
1534,CASI,14757U109,-232.6,0.9,0.1,-21.9
1535,TRLI,897887204,-2.5,0,8.8,-1.4
1536,ANSS,03662Q105,3484.5,0,0,110.2
1537,ARDM,38505400,-65.5,1.7,0.2,-20
1538,ELGX,29266S106,718.5,0.1,0,-16.2
1539,BVSN,111412706,-1926.2,0.1,0.1,-77.6
1540,ECIA,29254Q104,-1.8,0,0,-0.4
1541,GWR,371559105,4386.1,0.4,0.4,94.3
1542,GLAE,377185103,-403.1,0,0,-42.5
1543,ICTSF,N43837108,31.2,-3,1.7,-1.7
1544,FDS,303075105,352.5,0,0,119
1545,CHKP,M22465104,-4409.2,0,0,404.1
1546,QGEN,N72482123,1648.3,0.4,0.2,78.8
1547,EVSNF,M37576135,7.5,0.1,0.2,-2.1
1548,KDUS,127639102,21.3,0,0,0.8
1549,PEGA,705573103,117.5,0,0,13.9
1550,MGTI,55302P202,20.9,0,0,-13.9
1551,STRA,863236105,609.2,0.2,0,56.4
1552,HDYNQ,448954206,97.7,0.1,0,-17.8
1553,WHLM,968235200,-187.8,0,0,-6.2
1554,GERN,374163103,-329.3,0.1,0,-51.1
1555,TTEC,89854H102,335.2,0.1,0.1,45.2
1556,LAMR,512816109,-895.9,1.4,0.6,19.5
1557,AMAR,02301P205,-14.4,-0.4,0.4,-1
1558,GES,401617105,2438.6,0.1,0.1,121
1559,PURE,74621T209,47.1,0.1,0,-5.3
1560,AWRE,05453N100,141,0,0,4.4
1561,CSV,143905107,28.6,0.6,3,-0.8
1562,EGHSF,292949104,598.4,0,0,13.1
1563,BIOS,09069N108,705,0.5,0.5,-34.1
1564,WG,969203108,274.7,0.3,0.5,-34.1
1565,TACT,892918103,-27.7,0,0,1.5
1566,SRCL,858912108,-1874.8,0.7,0.2,153.1
1567,MVIS,594960304,-46.5,0.1,0,-27.7
1568,MMAC,55315D105,-1000.6,0.8,56.2,-7.7
1569,AEZS,7975402,210.2,0.1,0.1,-16.6
1570,QEPC,74727K102,49.7,0.2,0.5,3.8
1571,VLNSF,922932108,442.1,0,0,16.8
1572,WLFC,970646105,84.4,1.9,5.9,10.3
1573,CPN,131347304,-13866.3,1.5,13.8,-405.5
1574,ANF,2896207,5153.6,0,0,194
1575,ENDP,G30401106,-630.8,0.4,0.3,-128.1
1576,SPPI,84763A108,948.1,0.1,0.1,-18.1
1577,EDGW,280358102,1976.2,0,0,-6
1578,ATRS,36642106,179.6,0.1,0,-13.3
1579,DVD,260174107,-101.8,0.3,0.3,-1.5
1580,NCI,63935N107,-493,0.1,0.1,16.8
1581,BJRI,09180C106,-86.8,0,0,15.6
1582,SPYR,85219Y103,45.7,-0.3,0.7,-1.1
1583,HIBB,428567101,-113.6,0,0,40
1584,ARQL,4.27E+110,-222.1,0,0,-28
1585,AMTY,03073V107,-7.1,0,0,-3.1
1586,PAG,70959W103,1893.8,0.3,0.7,106
1587,USNA,90328M107,513.5,0.1,0.1,41.7
1588,SSI,85254C305,309.6,0.1,0.1,33.6
1589,TGI,896818101,-2487.9,0.3,0.4,36.9
1590,NOV,637071101,5769.1,0.2,0.1,1020.2
1591,PBIO,7.41E+212,-60.3,0.1,0.1,-1.9
1592,UNFI,911163103,265.8,0.1,0.1,58.3
1593,DAVE,307068106,-20.3,0.3,0.3,3.2
1594,SEAC,811699107,273,0,0,-5.1
1595,HCHC,404139107,-3574.5,7.6,9.6,-22.7
1596,PLUS,294268107,433.3,0.4,0.8,20.6
1597,HPTO,440271203,-119.2,0,0,-4.2
1598,NUS,67018T105,1299.2,0.2,0.1,114.2
1599,STLD,858119100,1624,0.7,0.6,192.4
1600,TISA,M87896102,-39.6,0.2,0.2,-2
1601,FORR,346563109,42.1,0,0,15.5
1602,GEL,371927104,988.6,0.4,0.3,45
1603,PRBZF,74061A108,355.7,0.5,0.5,8.4
1604,CLOK,17253H100,-9.1,4.1,0.1,-2
1605,VSAT,92552V100,2127,0.2,0.1,15.4
1606,IDGBF,45567S108,1284.5,0.1,0.2,10.1
1607,TOLWF,895945103,-1300,0.2,0.5,9.4
1608,HIHO,G4481U106,39.4,0,0.1,0.3
1609,DEL,247850100,-124.6,0.4,0.2,9.2
1610,DPW,2.61E+109,12.1,0,0,-0.6
1611,DGX,74834L100,-2551.4,0.5,0.3,510.4
1612,LAD,536797103,1718.2,0.3,0.9,37.9
1613,TSDRF,898530100,29.7,-0.1,0.2,-1.8
1614,DXPE,233377407,-473.7,0.7,2.2,5.9
1615,SNHY,866942105,1435.4,0.1,0.1,19.2
1616,LIFZF,505440107,-55.7,0.1,0,91.2
1617,CALM,128030202,1.2,0.4,0.6,74.2
1618,ELTK,M40184208,-13,0.2,0.6,-0.5
1619,NSP,45778Q107,941.3,0,0,27.1
1620,MDSYF,M70378100,-110.5,0.1,0.2,-9.5
1621,CERS,157085101,47.2,0.1,0,-31.9
1622,VCEL,92346J108,46.7,0,0,-15.1
1623,MTN,91879Q109,-1552.1,0.5,0.5,35.4
1624,GOGL,G39637205,2865,0.5,0.8,17.6
1625,CIEN,171779309,3920.9,1.2,0.6,-385.5
1626,SLGN,827048109,-2080.8,1.2,1.1,118
1627,KMX,143130102,6227.8,0.8,0.4,267
1628,TIVO,88870P106,-1710.7,0.3,0.3,-4.7
1629,CLWT,G32030127,-8.3,0,0,0.2
1630,CMDXF,205249105,267.9,0,0,13.3
1631,PFTI,746091107,-60.1,-1.3,1,-2.8
1632,CTIC,12648L601,-292.3,-0.4,0.7,-107.4
1633,APWC,G0535E106,107.6,0,0.3,2.6
1634,CBI,167250109,888.4,0.1,0.1,117.1
1635,GIFI,402307102,182,0,0,10.3
1636,NPIFF,666511100,7314.1,0.7,0.5,14.4
1637,TTWO,874054109,4025.9,0.1,0.1,-6.9
1638,GBRRF,361970106,370.5,0.1,0,-50.3
1639,EMKR,290846203,-469.6,0.5,0.4,-29.8
1640,BKYI,09060C309,23.6,0,0.2,-2.5
1641,ANCUF,01626P403,9047.9,0.3,0.2,409.6
1642,CYPXF,26884V107,-175.8,0.2,0.2,-8.3
1643,GBT.,05561N208,-62.1,0,0,47.6
1644,ALV,52800109,6071.9,0.2,0.3,328.6
1645,RMBS,750917106,731,0.3,0.1,-7
1646,AMZN,23135106,80594.8,-15.1,0.1,215.1
1647,WILC,M52523103,62,0,0,3.9
1648,MTSL,M69676209,-30.5,0,0,-1.6
1649,CDPYF,134921105,988.9,1.4,1.2,118.7
1650,KMG,482564101,-80,0.3,0.3,6.5
1651,QRVO,74736K101,274.5,0.4,0.3,-31.3
1652,SRPT,803607100,2913.3,0,0,-67.8
1653,RL,751212101,-2307.1,0.1,0.1,398.9
1654,MMS,577933104,-386,0,0,57
1655,ISYRF,4.61E+108,42.3,0,0,-7.3
1656,INTT,461147100,87.9,0,0,-0.2
1657,SLP,829214105,28.4,0,0,1.7
1658,GRIF,398231100,210.5,0.4,0.4,1.5
1659,SRT,85569C107,-139,0,0,0.6
1660,NXCN,629471103,-2.3,0,0.1,-0.2
1661,FIX,199908104,293.6,0.1,0.3,1.4
1662,HLX,42330P107,2503.4,0.4,0.6,25.7
1663,AROC,03957W106,-1325.4,0.8,1.3,-126.7
1664,HSKA,42805E306,88.2,0,0,-0.6
1665,3GTHP,40171F303,-49,-0.5,0.4,-5.5
1666,QUIK,74837P108,-253.2,0.1,0,-10.1
1667,CXW,21871N101,-1924.1,0.8,1.5,80
1668,ONSM,682875208,-98.7,0.5,0.5,-7.9
1669,CGNT,19243A104,150.8,0.1,0.1,-3.6
1670,CRZO,144577103,2148.3,0.8,0.5,-59
1671,QADA,74727D306,712.2,0.1,0.1,3.9
1672,RNKFF,98212M109,123.8,0.4,0.8,-0.7
1673,HMNY,42327L200,-78.5,0,0,-2.3
1674,SYNT,87162H103,-2755.6,0,0,102.2
1675,INIS,45972C102,-103.3,1.1,1.3,-4.8
1676,AEHR,00760J108,87.4,0.1,0,-3.7
1677,PSMT,741511109,636.5,0.2,0.3,28.6
1678,VTSI,92827K202,15.3,-0.2,0.1,0.3
1679,OMEX,676118201,48.8,1.1,0.1,-13.7
1680,SIGA,826917106,857.5,0.1,0,-26.6
1681,ESLT,M3760D101,627.6,0.1,0.2,126.3
1682,MTOR,59001K100,-318.8,0.6,1.4,-51.4
1683,PETS,716382106,307.9,0,0,15.5
1684,YUM,988498101,-1425,0.7,0.2,930.2
1685,FARO,311642102,687.4,0,0,11.4
1686,PLCE,168905107,491.5,0,0,51.2
1687,MRETF,573459104,209.2,0.2,0.5,16.1
1688,SPB,84763R101,-1158.3,0.6,3.9,-45.7
1689,RDCM,M81865111,168.2,0,0.1,-3.2
1690,TFRFF,M87482119,-233.2,0.4,1.4,-5.7
1691,AMEN,23477300,-25.7,0.4,0.5,-0.1
1692,NAT,G65773106,1024.3,0.2,0.2,15.8
1693,INVE,45170X205,-235,0.1,0.1,-23.6
1694,NRCIA,637372202,58.9,0.1,0.1,8.6
1695,SRI,86183P102,230.5,0.7,1,-7.9
1696,RBA,767744105,4069,0.2,0.1,66.4
1697,OSIS,671044105,426.2,0,0.1,18.6
1698,CHRW,12541W209,777,0.1,0,300.3
1699,SAPIF,802912105,-2703.1,0.3,0.1,332.8
1700,SUUIF,86828P103,-2454.4,0.7,0.7,42.4
1701,CHH,169905106,1066.2,6.1,0.2,94.1
1702,MGRUF,617914106,396,1.1,1.3,76.8
1703,DRQ,262037104,2095.6,0.1,0,86.2
1704,SNSGF,816923205,-8.6,-0.1,0.3,-1.1
1705,CWST,147448104,-260.7,2.2,2.7,-24.4
1706,HPPI,42278K102,60.1,0.7,1,-1.9
1707,GPI,398905109,-1019.7,0.2,0.6,63.4
1708,CSU,140475104,396.1,1.6,1.6,-2.6
1709,CTIB,125961300,9.9,0.3,1.4,0.3
1710,MTD,592688105,-320.9,0.3,0.1,191
1711,CPFH,140144205,-3.1,0.2,0.7,-0.3
1712,RBYCF,780911509,238.9,0,0,-21.1
1713,ECTE,27876L206,56.8,0,0,-8.9
1714,SAH,83545G102,141.8,0.3,1,34.5
1715,CTHR,159765106,-51.1,0,0,-0.5
1716,PGNX,743187106,834.8,0,0,-30.2
1717,GEOS,37364X109,91.2,0.1,0,12.8
1718,RNWK,75605L708,-790.2,0,0,-25.8
1719,BASI,09058M103,-13.3,0.4,0.7,-0.9
1720,AUMN,381119106,-405,1.8,0.8,-62.3
1721,BASCF,705343309,-2.5,0.4,0.2,-0.5
1722,NANX,630079101,-5.3,0,0,-4.3
1723,DEPO,249908104,-108.1,0.4,0.1,-0.4
1724,EVHC,29414D100,1139.1,0.4,0.3,49.1
1725,BB,09228F103,-2145.2,0.1,0.1,267.7
1726,MHTX,563122100,0.4,0.3,0,-1.8
1727,ICPBF,45769T102,-45,0,0,0.8
1728,INGR,457187102,3056.2,0.4,0.3,201.5
1729,POWI,739276103,388.9,0,0,22.3
1730,URI,911363109,-7727.1,1.9,2.3,76
1731,PAWEF,64157G101,0.5,0,0,-2.6
1732,SOYL,02968P100,-6.7,-0.2,0.4,-1.4
1733,LIXXF,536816101,77.9,-2.2,0.4,-1.6
1734,SCS,858155203,565.6,0.2,0.2,40.1
1735,ACY,7737109,46,1.3,6.2,1.3
1736,IPPLF,45833V109,6984.6,0.7,0.5,162.9
1737,DSGX,249906108,-1138,0.1,0.1,-11.8
1738,TALN,87484F108,-20.8,-0.1,1.3,-3.4
1739,RMTI,774374102,188.2,0.1,0,-11.7
1740,IESC,44951W106,316.5,0.3,0.6,-33.6
1741,CRME,14159U301,308.4,0.3,0.1,-22.4
1742,CECO,141665109,-685.7,0,0,40.6
1743,MRCY,589378108,3651.7,0.2,0.2,9
1744,WTSHF,96145A200,457.8,0.1,0,86
1745,PWR,7.48E+106,-1928.3,0.2,0.3,102.6
1746,ZAAP,98912M201,-46.4,0.2,0.3,-16
1747,WARGF,933901308,-1.1,0,0,-2.1
1748,CNXN,69318J100,290.2,0,0,19.8
1749,SRDX,868873100,251.1,0,0,7.6
1750,CIX,20563P101,214.3,0.2,0.2,7.1
1751,BDMS,91283200,-5.8,0.4,0.4,1
1752,UBSBF,501282107,-352.5,0,0.1,-5.2
1753,VDSI,92230Y104,393.2,0.1,0,12.1
1754,INO,45773H201,311.6,0,0,-18.6
1755,LOGI,H50430232,2191.9,0.1,0,93.2
1756,AETUF,00208D408,-379.3,0.2,0.1,244.8
1757,DTGI,25375L206,-59.4,-2.2,1,-3.1
1758,AMT,03027X100,-11372,1.4,0.8,100.3
1759,AHNMF,03958A103,8.4,0.8,0,-1.2
1760,CYPYF,232792309,-48.7,2.3,0.4,-1
1761,ASOLF,04364G106,233.6,0,0,-2
1762,MMTIF,59509P106,-41.3,0,0,-4.5
1763,BADFF,05651W209,97.7,0.3,0.3,19.1
1764,BEVFF,255331100,-258.9,0,0,-1.2
1765,BRLXF,09950M300,1266.3,1.1,1.3,10.4
1766,IDIFF,G476M1108,-9.9,0,0,-1.9
1767,NWXPF,651853103,-88.8,0,0,-1
1768,CWYUF,83179X108,-1339.6,1.1,1.2,149.5
1769,JGFCF,47008T109,10.7,0,0,-2.7
1770,CLKFF,181901109,-87.1,0.4,0.7,13.3
1771,COLM,198516106,3207.7,0,0,109.7
1772,AJXGF,00847V108,33.7,0,0,-7.4
1773,ASKDD,32016U207,2,0,0,-1.6
1774,CTDH,12642Q101,17.8,0.3,0.2,-0.2
1775,NGD,644535106,3464,0.2,0.3,-42.5
1776,PEYUF,717046106,-228.1,0.4,0.2,122.4
1777,DGCRF,251912101,-28.8,0,0,-5.1
1778,NRIFF,67092F104,11.3,0.1,0.1,-7.7
1779,ELTP,28659T200,71.4,0.3,0.1,-10.9
1780,MDNNF,654454107,-13.5,0.2,0.1,-3.5
1781,FPPP,316570100,4.2,0.4,0.3,-0.2
1782,FQVLF,335934105,6432.5,0.3,0.4,292.4
